Table_Ref,CollectionYearRange,Parent_Org_ONS_Code,Parent_Org_Name,Org_ONS_Code,Org_Name,Child_Age,Unit,Indicator,Value,Data_Status
11b,2018-19,E12000004,East Midlands,E06000015,Derby,12m,%,HepB_Percent_Vaccinated,100,Full Data
11b,2018-19,E12000004,East Midlands,E06000016,Leicester,12m,Number,HepB_Number_Eligible,15,Full Data
11b,2018-19,E12000004,East Midlands,E06000016,Leicester,12m,Number,HepB_Number_Vaccinated,12,Full Data
11b,2018-19,E12000004,East Midlands,E06000016,Leicester,12m,%,HepB_Percent_Vaccinated,80,Full Data
11b,2018-19,E12000004,East Midlands,E06000017,Rutland,12m,Number,HepB_Number_Eligible,0,Full Data
11b,2018-19,E12000004,East Midlands,E06000017,Rutland,12m,Number,HepB_Number_Vaccinated,0,Full Data
11b,2018-19,E12000004,East Midlands,E06000017,Rutland,12m,%,HepB_Percent_Vaccinated,0,Full Data
11b,2018-19,E12000004,East Midlands,E06000018,Nottingham,12m,Number,HepB_Number_Eligible,22,Full Data
11b,2018-19,E12000004,East Midlands,E06000018,Nottingham,12m,Number,HepB_Number_Vaccinated,20,Full Data
11b,2018-19,E12000004,East Midlands,E06000018,Nottingham,12m,%,HepB_Percent_Vaccinated,90.9090909090909,Full Data
11b,2018-19,E12000004,East Midlands,E10000007,Derbyshire,12m,Number,HepB_Number_Eligible,5,Full Data
11b,2018-19,E12000004,East Midlands,E10000007,Derbyshire,12m,Number,HepB_Number_Vaccinated,5,Full Data
11b,2018-19,E12000004,East Midlands,E10000007,Derbyshire,12m,%,HepB_Percent_Vaccinated,100,Full Data
11b,2018-19,E12000004,East Midlands,E10000018,Leicestershire,12m,Number,HepB_Number_Eligible,-2,Full Data
11b,2018-19,E12000004,East Midlands,E10000018,Leicestershire,12m,Number,HepB_Number_Vaccinated,-2,Full Data
11b,2018-19,E12000004,East Midlands,E10000018,Leicestershire,12m,%,HepB_Percent_Vaccinated,-2,Full Data
11b,2018-19,E12000004,East Midlands,E10000019,Lincolnshire,12m,Number,HepB_Number_Eligible,10,Full Data
11b,2018-19,E12000004,East Midlands,E10000019,Lincolnshire,12m,Number,HepB_Number_Vaccinated,10,Full Data
11b,2018-19,E12000004,East Midlands,E10000019,Lincolnshire,12m,%,HepB_Percent_Vaccinated,100,Full Data
11b,2018-19,E12000004,East Midlands,E10000021,Northamptonshire,12m,Number,HepB_Number_Eligible,42,Full Data
11b,2018-19,E12000004,East Midlands,E10000021,Northamptonshire,12m,Number,HepB_Number_Vaccinated,34,Full Data
11b,2018-19,E12000004,East Midlands,E10000021,Northamptonshire,12m,%,HepB_Percent_Vaccinated,80.9523809523809,Full Data
11b,2018-19,E12000004,East Midlands,E10000024,Nottinghamshire,12m,Number,HepB_Number_Eligible,10,Full Data
11b,2018-19,E12000004,East Midlands,E10000024,Nottinghamshire,12m,Number,HepB_Number_Vaccinated,10,Full Data
11b,2018-19,E12000004,East Midlands,E10000024,Nottinghamshire,12m,%,HepB_Percent_Vaccinated,100,Full Data
11b,2018-19,E12000005,West Midlands,E06000019,Herefordshire,12m,Number,HepB_Number_Eligible,-2,Full Data
11b,2018-19,E12000005,West Midlands,E06000019,Herefordshire,12m,Number,HepB_Number_Vaccinated,-2,Full Data
11b,2018-19,E12000005,West Midlands,E06000019,Herefordshire,12m,%,HepB_Percent_Vaccinated,-2,Full Data
11b,2018-19,E12000005,West Midlands,E06000020,Telford and Wrekin,12m,Number,HepB_Number_Eligible,11,Full Data
11b,2018-19,E12000005,West Midlands,E06000020,Telford and Wrekin,12m,Number,HepB_Number_Vaccinated,11,Full Data
11b,2018-19,E12000005,West Midlands,E06000020,Telford and Wrekin,12m,%,HepB_Percent_Vaccinated,100,Full Data
11b,2018-19,E12000005,West Midlands,E06000021,Stoke-on-Trent,12m,Number,HepB_Number_Eligible,12,Full Data
11b,2018-19,E12000005,West Midlands,E06000021,Stoke-on-Trent,12m,Number,HepB_Number_Vaccinated,11,Full Data
11b,2018-19,E12000005,West Midlands,E06000021,Stoke-on-Trent,12m,%,HepB_Percent_Vaccinated,91.6666666666666,Full Data
11b,2018-19,E12000005,West Midlands,E06000051,Shropshire,12m,Number,HepB_Number_Eligible,3,Full Data
11b,2018-19,E12000005,West Midlands,E06000051,Shropshire,12m,Number,HepB_Number_Vaccinated,3,Full Data
11b,2018-19,E12000005,West Midlands,E06000051,Shropshire,12m,%,HepB_Percent_Vaccinated,100,Full Data
11b,2018-19,E12000005,West Midlands,E08000025,Birmingham,12m,Number,HepB_Number_Eligible,125,Full Data
11b,2018-19,E12000005,West Midlands,E08000025,Birmingham,12m,Number,HepB_Number_Vaccinated,117,Full Data
11b,2018-19,E12000005,West Midlands,E08000025,Birmingham,12m,%,HepB_Percent_Vaccinated,93.6,Full Data
11b,2018-19,E12000005,West Midlands,E08000026,Coventry,12m,Number,HepB_Number_Eligible,24,Full Data
11b,2018-19,E12000005,West Midlands,E08000026,Coventry,12m,Number,HepB_Number_Vaccinated,24,Full Data
11b,2018-19,E12000005,West Midlands,E08000026,Coventry,12m,%,HepB_Percent_Vaccinated,100,Full Data
11b,2018-19,E12000005,West Midlands,E08000027,Dudley,12m,Number,HepB_Number_Eligible,10,Full Data
11b,2018-19,E12000005,West Midlands,E08000027,Dudley,12m,Number,HepB_Number_Vaccinated,10,Full Data
11b,2018-19,E12000005,West Midlands,E08000027,Dudley,12m,%,HepB_Percent_Vaccinated,100,Full Data
11b,2018-19,E12000005,West Midlands,E08000028,Sandwell,12m,Number,HepB_Number_Eligible,13,Full Data
11b,2018-19,E12000005,West Midlands,E08000028,Sandwell,12m,Number,HepB_Number_Vaccinated,11,Full Data
11b,2018-19,E12000005,West Midlands,E08000028,Sandwell,12m,%,HepB_Percent_Vaccinated,84.6153846153846,Full Data
11b,2018-19,E12000005,West Midlands,E08000029,Solihull,12m,Number,HepB_Number_Eligible,-2,Full Data
11b,2018-19,E12000005,West Midlands,E08000029,Solihull,12m,Number,HepB_Number_Vaccinated,-2,Full Data
11b,2018-19,E12000005,West Midlands,E08000029,Solihull,12m,%,HepB_Percent_Vaccinated,-2,Full Data
11b,2018-19,E12000005,West Midlands,E08000030,Walsall,12m,Number,HepB_Number_Eligible,6,Full Data
11b,2018-19,E12000005,West Midlands,E08000030,Walsall,12m,Number,HepB_Number_Vaccinated,5,Full Data
11b,2018-19,E12000005,West Midlands,E08000030,Walsall,12m,%,HepB_Percent_Vaccinated,83.3333333333333,Full Data
11b,2018-19,E12000005,West Midlands,E08000031,Wolverhampton,12m,Number,HepB_Number_Eligible,12,Full Data
11b,2018-19,E12000005,West Midlands,E08000031,Wolverhampton,12m,Number,HepB_Number_Vaccinated,11,Full Data
11b,2018-19,E12000005,West Midlands,E08000031,Wolverhampton,12m,%,HepB_Percent_Vaccinated,91.6666666666666,Full Data
11b,2018-19,E12000005,West Midlands,E10000028,Staffordshire,12m,Number,HepB_Number_Eligible,5,Full Data
11b,2018-19,E12000005,West Midlands,E10000028,Staffordshire,12m,Number,HepB_Number_Vaccinated,5,Full Data
11b,2018-19,E12000005,West Midlands,E10000028,Staffordshire,12m,%,HepB_Percent_Vaccinated,100,Full Data
11b,2018-19,E12000005,West Midlands,E10000031,Warwickshire,12m,Number,HepB_Number_Eligible,15,Full Data
11b,2018-19,E12000005,West Midlands,E10000031,Warwickshire,12m,Number,HepB_Number_Vaccinated,15,Full Data
11b,2018-19,E12000005,West Midlands,E10000031,Warwickshire,12m,%,HepB_Percent_Vaccinated,100,Full Data
11b,2018-19,E12000005,West Midlands,E10000034,Worcestershire,12m,Number,HepB_Number_Eligible,8,Full Data
11b,2018-19,E12000005,West Midlands,E10000034,Worcestershire,12m,Number,HepB_Number_Vaccinated,8,Full Data
11b,2018-19,E12000005,West Midlands,E10000034,Worcestershire,12m,%,HepB_Percent_Vaccinated,100,Full Data
11b,2018-19,E12000006,East of England,E06000031,Peterborough,12m,Number,HepB_Number_Eligible,14,Full Data
11b,2018-19,E12000006,East of England,E06000031,Peterborough,12m,Number,HepB_Number_Vaccinated,11,Full Data
11b,2018-19,E12000006,East of England,E06000031,Peterborough,12m,%,HepB_Percent_Vaccinated,78.5714285714285,Full Data
11b,2018-19,E12000006,East of England,E06000032,Luton,12m,Number,HepB_Number_Eligible,47,Full Data
11b,2018-19,E12000006,East of England,E06000032,Luton,12m,Number,HepB_Number_Vaccinated,41,Full Data
11b,2018-19,E12000006,East of England,E06000032,Luton,12m,%,HepB_Percent_Vaccinated,87.2340425531915,Full Data
11b,2018-19,E12000006,East of England,E06000033,Southend-on-Sea,12m,Number,HepB_Number_Eligible,0,Full Data
11b,2018-19,E12000006,East of England,E06000033,Southend-on-Sea,12m,Number,HepB_Number_Vaccinated,0,Full Data
11b,2018-19,E12000006,East of England,E06000033,Southend-on-Sea,12m,%,HepB_Percent_Vaccinated,0,Full Data
11b,2018-19,E12000006,East of England,E06000034,Thurrock,12m,Number,HepB_Number_Eligible,5,Full Data
11b,2018-19,E12000006,East of England,E06000034,Thurrock,12m,Number,HepB_Number_Vaccinated,3,Full Data
11b,2018-19,E12000006,East of England,E06000034,Thurrock,12m,%,HepB_Percent_Vaccinated,60,Full Data
11b,2018-19,E12000006,East of England,E06000055,Bedford,12m,Number,HepB_Number_Eligible,6,Full Data
11b,2018-19,E12000006,East of England,E06000055,Bedford,12m,Number,HepB_Number_Vaccinated,4,Full Data
11b,2018-19,E12000006,East of England,E06000055,Bedford,12m,%,HepB_Percent_Vaccinated,66.6666666666666,Full Data
11b,2018-19,E12000006,East of England,E06000056,Central Bedfordshire,12m,Number,HepB_Number_Eligible,4,Full Data
11b,2018-19,E12000006,East of England,E06000056,Central Bedfordshire,12m,Number,HepB_Number_Vaccinated,4,Full Data
11b,2018-19,E12000006,East of England,E06000056,Central Bedfordshire,12m,%,HepB_Percent_Vaccinated,100,Full Data
11b,2018-19,E12000006,East of England,E10000003,Cambridgeshire,12m,Number,HepB_Number_Eligible,14,Full Data
11b,2018-19,E12000006,East of England,E10000003,Cambridgeshire,12m,Number,HepB_Number_Vaccinated,9,Full Data
11b,2018-19,E12000006,East of England,E10000003,Cambridgeshire,12m,%,HepB_Percent_Vaccinated,64.2857142857143,Full Data
